"area","month","date","threshold","lower","upper","gaussian_rho_min","gaussian_rho_max","hrr_proxy","ngmmr_5y5y","ngmmr_spot_only_5y5y"
"US",16,2012-04-01,4,0.121583782935626,0.650363926670722,0.401713157789524,0.303374360437449,0.0924430381010869,0.357618460579005,0.349734961043345
"US",17,2012-05-01,4,0.121276245184679,0.631831322226369,0.392952162743484,0.290531750553998,0.106913606241969,0.352570345606209,0.340516188975401
"US",18,2012-06-01,4,0.104001501796552,0.647186481043531,0.386126832311601,0.268489386834148,0.0940300727021587,0.33020322738722,0.307373819411455
"US",19,2012-07-01,4,0.10321692569958,0.650222890596029,0.385961412385706,0.266256667903125,0.0948955697947096,0.325745776816221,0.312349826721326
"US",20,2012-08-01,4,0.108111865751304,0.641114769477419,0.386236707935681,0.268445859248295,0.101466512051339,0.336751444267283,0.317941016515769
"US",21,2012-09-01,4,0.108095673025562,0.624012331261387,0.382491378674962,0.263771192455026,0.107057259849678,0.336005652974068,0.317037534461254
"US",22,2012-10-01,4,0.125933867146349,0.654578884740311,0.400854920055329,0.297193937931486,0.0989004516816693,0.357889780183845,0.357618624354157
"US",23,2012-11-01,4,0.145852374024056,0.672473076190812,0.415227695120215,0.328020948845527,0.117539633295225,0.393614357391084,0.386615488836
"US",24,2012-12-01,4,0.160737826149974,0.647272581178594,0.412119991094078,0.331802241554104,0.117977412783951,0.39696619213771,0.406845787570589
"US",25,2013-01-01,4,0.162270250767867,0.642571090366105,0.409232361432247,0.32923969614827,0.118698526768593,0.406986031920242,0.413969249002757
"US",26,2013-02-01,4,0.171815748603692,0.635754921174576,0.405358132043828,0.328801024169849,0.125583893040668,0.399672029969414,0.432223484807382
"US",27,2013-03-01,4,0.170153182725504,0.630101365155791,0.406113015728128,0.329951791921565,0.118001874860213,0.41032341155009,0.425159184304731
"US",28,2013-04-01,4,0.167469576141666,0.629356244956503,0.398564227722547,0.317198975121825,0.122078824303067,0.392395807061186,0.423861174737218
"US",29,2013-05-01,4,0.151597964919583,0.612240902254613,0.394073135618178,0.307641591584431,0.0921014342642633,0.374235584962776,0.375094860519028
"US",30,2013-06-01,4,0.142076231007471,0.594198151970223,0.386157159396353,0.295559688232002,0.0894067758864124,0.358642652094616,0.357001701240521
"US",31,2013-07-01,4,0.146571306290029,0.580638089172009,0.38086515950253,0.289973056215017,0.0839896701618606,0.357373020621632,0.357456311246698
"US",32,2013-08-01,4,0.159701484895882,0.588686491027954,0.387990906124991,0.303207554834498,0.0969728270400872,0.374578283739505,0.384274639565449
"US",33,2013-09-01,4,0.12401050564591,0.550053783026326,0.366749099916212,0.265618619486756,0.0812607854240628,0.3282947561906,0.318476241941574
"US",34,2013-10-01,4,0.13599737181412,0.604639559294142,0.387781753101122,0.292226542441222,0.114216870458929,0.38620639090999,0.367869680893546
"US",35,2013-11-01,4,0.118155338795871,0.577258505223933,0.375078869922537,0.268703414478575,0.0832732155715246,0.334067402417962,0.316634762344929
"US",36,2013-12-01,4,0.11990402620899,0.586087046017117,0.379443729744283,0.27609946714405,0.0831901884275938,0.338937970344952,0.318191469666055
"US",37,2014-01-01,4,0.135719573071485,0.611398076213313,0.388423268377379,0.291965364873647,0.0944781100666745,0.361812117938104,0.353301979344383
"US",38,2014-02-01,4,0.123999429968803,0.592391371019346,0.377140844642732,0.272332421247468,0.0880526083914925,0.342795242534431,0.33187595796178
"US",39,2014-03-01,4,0.11816794404143,0.58419881435049,0.372067047483668,0.264891047761456,0.0867097097484974,0.333864772831806,0.321719390493366
"US",40,2014-04-01,4,0.110184146640817,0.573936564641987,0.36802544215425,0.256315023239254,0.0810082229508723,0.324375765010427,0.303862752952379
"US",41,2014-05-01,4,0.100097495071152,0.56630093091625,0.359686763061094,0.238415828111852,0.0487063855161375,0.31232513869114,0.221732603851022
"US",42,2014-06-01,4,0.109484282426958,0.57156269989617,0.363952508143926,0.25118566690646,0.0495732127286605,0.318199098585657,0.236002519756112
"US",43,2014-07-01,4,0.118221269475398,0.578958329105156,0.361069931012916,0.257216214454577,0.094364889431712,0.326020537843003,0.327573717652054
"US",44,2014-08-01,4,0.113781400182498,0.571897634516696,0.355276088065476,0.249020762604605,0.0915987465618533,0.321199968766117,0.433032692251654
"US",45,2014-09-01,4,0.0920339802137654,0.538500620485614,0.344570686794046,0.226341621200795,0.0806298567123786,0.301968100256295,0.274279652338875
"US",46,2014-10-01,4,0.064684850721807,0.46364871094938,0.317963296568006,0.180873226629001,0.057969121975341,0.245801155628165,0.256924907355413
"US",47,2014-11-01,4,0.0633694714545237,0.450840041389452,0.318347268267444,0.184724579158927,0.0523955610516055,0.24367069190936,0.247020884900833
"US",48,2014-12-01,4,0.0534367449967853,0.428807550299758,0.30448017233284,0.167853893599724,0.0538486157717058,0.240647403297099,0.327113449954695
"US",49,2015-01-01,4,0.0407912741987556,0.433168819413673,0.28874823647123,0.144533298175519,0.0870758854668775,0.206883885533405,0.18021247735117
"US",50,2015-02-01,4,0.0350038266643097,0.366292717047425,0.256157087065972,0.109051387743854,0.0836105449053745,0.1125203942163,0.0822358864829593
"US",51,2015-03-01,4,0.0455536627093241,0.397605679997256,0.284068681878984,0.136954130439905,0.110246633090298,0.138803399485897,0.180935366347543
"US",52,2015-04-01,4,0.0556722778886392,0.422120297040637,0.290946642509149,0.145667692255425,0.113977784818831,0.140600487570214,0.120515398050245
"US",53,2015-05-01,4,0.0615776943057342,0.452977013611787,0.308961199698512,0.159648985003214,0.129882387994489,0.147724552260117,0.146301430247151
"US",54,2015-06-01,4,0.0548209326706625,0.454562588709311,0.305072473474565,0.154678343733929,0.0564716779414123,0.1956830690537,0.242164558907488
"US",55,2015-07-01,4,0.0653839134460171,0.486088497164058,0.325176561502206,0.180459016569568,0.0701849644996883,0.265247621351399,0.193150462283069
"US",56,2015-08-01,4,0.0399562511665731,0.481612435820817,0.298662543907059,0.135411324161024,0.0452953369382139,0.215844163256584,0.169820213346638
"US",57,2015-09-01,4,0.035539731565851,0.45592672000359,0.287943134566752,0.12168061364656,0.076636468270823,0.194393467056883,0.118965863182807
"US",58,2015-10-01,4,0.0287807625971586,0.426041286828295,0.274209332503533,0.100412604476322,0.0352365899411347,0.177718076401688,0.146916125345663
"US",59,2015-11-01,4,0.0292409946049184,0.456988794880437,0.280105450600571,0.10440552166307,0.0396365859590846,0.185963572728165,0.148833027521564
"US",60,2015-12-01,4,0.032298654326014,0.455838800701445,0.285694314941319,0.108783353846157,0.0466341743065993,0.19447341742418,0.176348752888247
"US",61,2016-01-01,4,0.0284322398204498,0.446638438556287,0.280041880515288,0.0933748721683049,0.0320174802043821,0.179442634316744,0.120656686060081
