"area","month","threshold","zc_slot","lower","upper","hrr","below","above"
"EZ",16,4,"Q",0.108761895229737,0.607747782357302,0.131483700551164,FALSE,FALSE
"EZ",17,4,"Q",0.113024038678306,0.625170736706285,0.141555998631735,FALSE,FALSE
"EZ",18,4,"Q",0.0994077223122878,0.569718893335985,0.152200555539926,FALSE,FALSE
"EZ",19,4,"Q",0.120369116591863,0.604196259197815,0.168633603488925,FALSE,FALSE
"EZ",20,4,"Q",0.0949344994599,0.601446599379363,0.152737353080292,FALSE,FALSE
"EZ",21,4,"Q",0.118803500038807,0.620874576725325,0.170646262812129,FALSE,FALSE
"EZ",22,4,"Q",0.135591736784352,0.639145723468748,0.165938200231921,FALSE,FALSE
"EZ",23,4,"Q",0.117562438396107,0.597724108200995,0.142152268078638,FALSE,FALSE
"EZ",24,4,"Q",0.110007295763225,0.586875542045595,0.147763693392161,FALSE,FALSE
"EZ",25,4,"Q",0.114054903108996,0.592734109093346,0.179321136943404,FALSE,FALSE
"EZ",26,4,"Q",0.118710759355861,0.589787565009871,0.167662349816662,FALSE,FALSE
"EZ",27,4,"Q",0.112032788654775,0.590072982518507,0.16283253687385,FALSE,FALSE
"EZ",28,4,"Q",0.112806801754984,0.587037745800313,0.151566231885637,FALSE,FALSE
"EZ",29,4,"Q",0.107112455769939,0.586937789899752,0.150429574930522,FALSE,FALSE
"EZ",30,4,"Q",0.0994439212482369,0.571058709156117,0.124138926328444,FALSE,FALSE
"EZ",31,4,"Q",0.0755577636473748,0.522169288910666,0.101908051883029,FALSE,FALSE
"EZ",32,4,"Q",0.0776591989435578,0.523748915964477,0.109336326124136,FALSE,FALSE
"EZ",33,4,"Q",0.0881964901308211,0.526065825663193,0.116110833075451,FALSE,FALSE
"EZ",34,4,"Q",0.071120847875547,0.489517648192788,0.122617849182258,FALSE,FALSE
"EZ",35,4,"Q",0.0681198341031853,0.476027686514577,0.114287597586028,FALSE,FALSE
"EZ",36,4,"Q",0.0601359737125987,0.467606676090608,0.102077589458253,FALSE,FALSE
"EZ",37,4,"Q",0.0628466865967244,0.474471852779158,0.104017389429008,FALSE,FALSE
"EZ",38,4,"Q",0.0596947543289332,0.45339573418268,0.0945765366390115,FALSE,FALSE
"EZ",39,4,"Q",0.059575279783963,0.461481155637768,0.0992865350470702,FALSE,FALSE
"EZ",40,4,"Q",0.060477306082658,0.467557139782498,0.107018312341319,FALSE,FALSE
"EZ",41,4,"Q",0.0643573136894174,0.448051243328253,0.099093912675813,FALSE,FALSE
"EZ",42,4,"Q",0.0735237681628425,0.436210099747601,0.0889763773922924,FALSE,FALSE
"EZ",43,4,"Q",0.0844853457251409,0.428600793472314,0.0854105831528904,FALSE,FALSE
"EZ",44,4,"Q",0.0871312293347897,0.416265146611206,0.0838975779215766,TRUE,FALSE
"EZ",45,4,"Q",0.0707273164996591,0.394718429258372,0.0634403783623982,TRUE,FALSE
"EZ",46,4,"Q",0.0464171010100231,0.339990338911441,0.0506010099894236,FALSE,FALSE
"EZ",47,4,"Q",0.0347287754551934,0.298610607936182,0.0415534014749402,FALSE,FALSE
"EZ",48,4,"Q",0.0277325193120751,0.279417543085106,0.0586851126956639,FALSE,FALSE
